attendance,test_score,assignment_submitted,label,name,batch,prediction_result,confidence,risk_percentage,performance_score,probabilities,score_breakdown,strengths,weaknesses,suggestions,category
92.9,61.9,2.1,Average,Unknown,Unknown,Average,99.2,0.1,66.12,"{'Weak': 0.1, 'Average': 99.2, 'Strong': 0.7}","{'attendance_contribution': 37.16, 'test_score_contribution': 24.76, 'assignment_submitted_contribution': 4.2}",['Outstanding attendance (>=90%) — excellent commitment.'],"['Average test score (50-64) — needs improvement.', 'Very few assignments submitted (2/10) — critical gap.']","['Practice past papers and revise weak topics regularly.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
24.9,82.6,1.6,Weak,Unknown,Unknown,Weak,96.4,96.4,46.2,"{'Weak': 96.4, 'Average': 3.6, 'Strong': 0.0}","{'attendance_contribution': 9.96, 'test_score_contribution': 33.04, 'assignment_submitted_contribution': 3.2}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Very few assignments submitted (1/10) — critical gap.']","['Attend every possible session immediately.', 'Submit assignments immediately; this severely affects your overall performance.']",Weak
35.6,25.3,9.9,Average,Unknown,Unknown,Average,99.6,0.4,44.16,"{'Weak': 0.4, 'Average': 99.6, 'Strong': 0.0}","{'attendance_contribution': 14.24, 'test_score_contribution': 10.12, 'assignment_submitted_contribution': 19.8}",['Excellent assignment submission (9/10) — highly disciplined.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Average
23.8,98.1,1.7,Average,Unknown,Unknown,Average,99.9,0.1,52.16,"{'Weak': 0.1, 'Average': 99.9, 'Strong': 0.0}","{'attendance_contribution': 9.52, 'test_score_contribution': 39.24, 'assignment_submitted_contribution': 3.4}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Very few assignments submitted (1/10) — critical gap.']","['Attend every possible session immediately.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
20.4,54.9,2.2,Weak,Unknown,Unknown,Weak,96.2,96.2,34.52,"{'Weak': 96.2, 'Average': 3.8, 'Strong': 0.0}","{'attendance_contribution': 8.16, 'test_score_contribution': 21.96, 'assignment_submitted_contribution': 4.4}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.', 'Very few assignments submitted (2/10) — critical gap.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.', 'Submit assignments immediately; this severely affects your overall performance.']",Weak
11.9,54.4,8.4,Average,Unknown,Unknown,Average,98.5,1.5,43.32,"{'Weak': 1.5, 'Average': 98.5, 'Strong': 0.0}","{'attendance_contribution': 4.76, 'test_score_contribution': 21.76, 'assignment_submitted_contribution': 16.8}",['Good assignment submission rate (8/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.']",Average
15.0,97.4,6.2,Average,Unknown,Unknown,Average,99.3,0.2,57.36,"{'Weak': 0.2, 'Average': 99.3, 'Strong': 0.5}","{'attendance_contribution': 6.0, 'test_score_contribution': 38.96, 'assignment_submitted_contribution': 12.4}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Moderate assignment submissions (6/10) — room to improve.']","['Attend every possible session immediately.', 'Submit all remaining assignments; aim for >=8/10.']",Average
25.7,44.3,8.0,Average,Unknown,Unknown,Average,99.7,0.3,44.0,"{'Weak': 0.3, 'Average': 99.7, 'Strong': 0.0}","{'attendance_contribution': 10.28, 'test_score_contribution': 17.72, 'assignment_submitted_contribution': 16.0}",['Good assignment submission rate (8/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Average
14.8,45.8,6.7,Average,Unknown,Unknown,Average,98.6,1.4,37.64,"{'Weak': 1.4, 'Average': 98.6, 'Strong': 0.0}","{'attendance_contribution': 5.92, 'test_score_contribution': 18.32, 'assignment_submitted_contribution': 13.4}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (6/10) — room to improve.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
63.2,62.6,8.9,Strong,Unknown,Unknown,Strong,97.8,0.0,68.12,"{'Weak': 0.0, 'Average': 2.2, 'Strong': 97.8}","{'attendance_contribution': 25.28, 'test_score_contribution': 25.04, 'assignment_submitted_contribution': 17.8}",['Good assignment submission rate (8/10).'],"['Below-target attendance (60-74%).', 'Average test score (50-64) — needs improvement.']","['Aim for >=75% attendance to stay on track.', 'Practice past papers and revise weak topics regularly.']",Strong
71.3,21.5,6.8,Weak,Unknown,Unknown,Weak,91.9,91.9,50.72,"{'Weak': 91.9, 'Average': 8.1, 'Strong': 0.1}","{'attendance_contribution': 28.52, 'test_score_contribution': 8.6, 'assignment_submitted_contribution': 13.6}",[],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (6/10) — room to improve.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Weak
45.4,38.9,5.7,Average,Unknown,Unknown,Average,99.7,0.3,45.12,"{'Weak': 0.3, 'Average': 99.7, 'Strong': 0.0}","{'attendance_contribution': 18.16, 'test_score_contribution': 15.56, 'assignment_submitted_contribution': 11.4}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
38.6,27.4,7.4,Average,Unknown,Unknown,Average,99.6,0.3,41.2,"{'Weak': 0.3, 'Average': 99.6, 'Strong': 0.0}","{'attendance_contribution': 15.44, 'test_score_contribution': 10.96, 'assignment_submitted_contribution': 14.8}",['Good assignment submission rate (7/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Average
55.4,19.3,5.0,Weak,Unknown,Unknown,Weak,94.4,94.4,39.88,"{'Weak': 94.4, 'Average': 5.6, 'Strong': 0.0}","{'attendance_contribution': 22.16, 'test_score_contribution': 7.72, 'assignment_submitted_contribution': 10.0}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Weak
88.8,88.0,4.1,Strong,Unknown,Unknown,Strong,97.0,0.0,78.92,"{'Weak': 0.0, 'Average': 3.0, 'Strong': 97.0}","{'attendance_contribution': 35.52, 'test_score_contribution': 35.2, 'assignment_submitted_contribution': 8.2}","['Good attendance (75-89%) — keep it consistent.', 'Excellent test scores (>=80) — strong conceptual grasp.']",['Low assignment submissions (4/10) — impacting overall score.'],['Prioritise assignments; create a submission schedule with deadlines.'],Strong
86.6,63.0,5.2,Strong,Unknown,Unknown,Strong,96.1,0.0,70.24,"{'Weak': 0.0, 'Average': 3.9, 'Strong': 96.1}","{'attendance_contribution': 34.64, 'test_score_contribution': 25.2, 'assignment_submitted_contribution': 10.4}",['Good attendance (75-89%) — keep it consistent.'],"['Average test score (50-64) — needs improvement.', 'Moderate assignment submissions (5/10) — room to improve.']","['Practice past papers and revise weak topics regularly.', 'Submit all remaining assignments; aim for >=8/10.']",Strong
13.9,42.3,2.5,Weak,Unknown,Unknown,Weak,98.3,98.3,27.48,"{'Weak': 98.3, 'Average': 1.7, 'Strong': 0.0}","{'attendance_contribution': 5.56, 'test_score_contribution': 16.92, 'assignment_submitted_contribution': 5.0}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (2/10) — critical gap.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Weak
26.3,46.8,8.2,Average,Unknown,Unknown,Average,99.8,0.2,45.64,"{'Weak': 0.2, 'Average': 99.8, 'Strong': 0.0}","{'attendance_contribution': 10.52, 'test_score_contribution': 18.72, 'assignment_submitted_contribution': 16.4}",['Good assignment submission rate (8/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Average
31.3,48.8,3.4,Average,Unknown,Unknown,Average,97.5,2.5,38.84,"{'Weak': 2.5, 'Average': 97.5, 'Strong': 0.0}","{'attendance_contribution': 12.52, 'test_score_contribution': 19.52, 'assignment_submitted_contribution': 6.8}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (3/10) — impacting overall score.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Average
32.4,67.0,2.4,Average,Unknown,Unknown,Average,98.1,1.9,44.56,"{'Weak': 1.9, 'Average': 98.1, 'Strong': 0.0}","{'attendance_contribution': 12.96, 'test_score_contribution': 26.8, 'assignment_submitted_contribution': 4.8}",['Above-average test performance (65-79).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Very few assignments submitted (2/10) — critical gap.']","['Attend every possible session immediately.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
61.4,93.4,3.2,Strong,Unknown,Unknown,Strong,94.5,0.1,68.32,"{'Weak': 0.1, 'Average': 5.5, 'Strong': 94.5}","{'attendance_contribution': 24.56, 'test_score_contribution': 37.36, 'assignment_submitted_contribution': 6.4}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Below-target attendance (60-74%).', 'Low assignment submissions (3/10) — impacting overall score.']","['Aim for >=75% attendance to stay on track.', 'Prioritise assignments; create a submission schedule with deadlines.']",Strong
47.5,94.0,8.6,Average,Unknown,Unknown,Average,96.9,0.0,73.8,"{'Weak': 0.0, 'Average': 96.9, 'Strong': 3.0}","{'attendance_contribution': 19.0, 'test_score_contribution': 37.6, 'assignment_submitted_contribution': 17.2}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (8/10).']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Average
14.4,45.2,4.0,Average,Unknown,Unknown,Average,98.3,1.7,31.84,"{'Weak': 1.7, 'Average': 98.3, 'Strong': 0.0}","{'attendance_contribution': 5.76, 'test_score_contribution': 18.08, 'assignment_submitted_contribution': 8.0}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (4/10) — impacting overall score.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Average
43.6,39.6,7.2,Average,Unknown,Unknown,Average,99.7,0.3,47.68,"{'Weak': 0.3, 'Average': 99.7, 'Strong': 0.0}","{'attendance_contribution': 17.44, 'test_score_contribution': 15.84, 'assignment_submitted_contribution': 14.4}",['Good assignment submission rate (7/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Average
57.1,50.6,8.7,Average,Unknown,Unknown,Average,99.6,0.2,60.48,"{'Weak': 0.2, 'Average': 99.6, 'Strong': 0.1}","{'attendance_contribution': 22.84, 'test_score_contribution': 20.24, 'assignment_submitted_contribution': 17.4}",['Good assignment submission rate (8/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.']",Average
19.2,61.1,1.7,Average,Unknown,Unknown,Average,98.8,1.2,35.52,"{'Weak': 1.2, 'Average': 98.8, 'Strong': 0.0}","{'attendance_contribution': 7.68, 'test_score_contribution': 24.44, 'assignment_submitted_contribution': 3.4}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.', 'Very few assignments submitted (1/10) — critical gap.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
85.0,51.6,7.9,Average,Unknown,Unknown,Average,99.2,0.1,70.44,"{'Weak': 0.1, 'Average': 99.2, 'Strong': 0.7}","{'attendance_contribution': 34.0, 'test_score_contribution': 20.64, 'assignment_submitted_contribution': 15.8}","['Good attendance (75-89%) — keep it consistent.', 'Good assignment submission rate (7/10).']",['Average test score (50-64) — needs improvement.'],['Practice past papers and revise weak topics regularly.'],Average
14.7,69.3,3.8,Average,Unknown,Unknown,Average,99.8,0.2,41.2,"{'Weak': 0.2, 'Average': 99.8, 'Strong': 0.0}","{'attendance_contribution': 5.88, 'test_score_contribution': 27.72, 'assignment_submitted_contribution': 7.6}",['Above-average test performance (65-79).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low assignment submissions (3/10) — impacting overall score.']","['Attend every possible session immediately.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
93.2,59.9,3.0,Average,Unknown,Unknown,Average,98.7,0.1,67.24,"{'Weak': 0.1, 'Average': 98.7, 'Strong': 1.2}","{'attendance_contribution': 37.28, 'test_score_contribution': 23.96, 'assignment_submitted_contribution': 6.0}",['Outstanding attendance (>=90%) — excellent commitment.'],"['Average test score (50-64) — needs improvement.', 'Low assignment submissions (3/10) — impacting overall score.']","['Practice past papers and revise weak topics regularly.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
18.9,38.9,7.2,Weak,Unknown,Unknown,Weak,92.8,92.8,37.52,"{'Weak': 92.8, 'Average': 7.1, 'Strong': 0.0}","{'attendance_contribution': 7.56, 'test_score_contribution': 15.56, 'assignment_submitted_contribution': 14.4}",['Good assignment submission rate (7/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Weak
85.9,41.1,9.2,Average,Unknown,Unknown,Average,98.6,0.0,69.2,"{'Weak': 0.0, 'Average': 98.6, 'Strong': 1.3}","{'attendance_contribution': 34.36, 'test_score_contribution': 16.44, 'assignment_submitted_contribution': 18.4}","['Good attendance (75-89%) — keep it consistent.', 'Excellent assignment submission (9/10) — highly disciplined.']",['Low test score (<50) — significant knowledge gaps.'],['Revisit core concepts; consider seeking tutoring support.'],Average
91.2,44.1,3.7,Average,Unknown,Unknown,Average,99.7,0.2,61.52,"{'Weak': 0.2, 'Average': 99.7, 'Strong': 0.1}","{'attendance_contribution': 36.48, 'test_score_contribution': 17.64, 'assignment_submitted_contribution': 7.4}",['Outstanding attendance (>=90%) — excellent commitment.'],"['Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (3/10) — impacting overall score.']","['Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
98.2,18.5,6.1,Average,Unknown,Unknown,Average,99.4,0.5,58.88,"{'Weak': 0.5, 'Average': 99.4, 'Strong': 0.1}","{'attendance_contribution': 39.28, 'test_score_contribution': 7.4, 'assignment_submitted_contribution': 12.2}",['Outstanding attendance (>=90%) — excellent commitment.'],"['Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (6/10) — room to improve.']","['Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
82.2,24.9,3.6,Average,Unknown,Unknown,Average,99.9,0.1,50.04,"{'Weak': 0.1, 'Average': 99.9, 'Strong': 0.0}","{'attendance_contribution': 32.88, 'test_score_contribution': 9.96, 'assignment_submitted_contribution': 7.2}",['Good attendance (75-89%) — keep it consistent.'],"['Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (3/10) — impacting overall score.']","['Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
80.2,75.1,6.0,Strong,Unknown,Unknown,Strong,93.8,0.0,74.12,"{'Weak': 0.0, 'Average': 6.2, 'Strong': 93.8}","{'attendance_contribution': 32.08, 'test_score_contribution': 30.04, 'assignment_submitted_contribution': 12.0}","['Good attendance (75-89%) — keep it consistent.', 'Above-average test performance (65-79).']",['Moderate assignment submissions (6/10) — room to improve.'],['Submit all remaining assignments; aim for >=8/10.'],Strong
67.8,45.0,6.6,Average,Unknown,Unknown,Average,99.5,0.3,58.32,"{'Weak': 0.3, 'Average': 99.5, 'Strong': 0.2}","{'attendance_contribution': 27.12, 'test_score_contribution': 18.0, 'assignment_submitted_contribution': 13.2}",[],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (6/10) — room to improve.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
80.1,29.3,6.5,Average,Unknown,Unknown,Average,99.9,0.1,56.76,"{'Weak': 0.1, 'Average': 99.9, 'Strong': 0.0}","{'attendance_contribution': 32.04, 'test_score_contribution': 11.72, 'assignment_submitted_contribution': 13.0}",['Good attendance (75-89%) — keep it consistent.'],"['Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (6/10) — room to improve.']","['Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
22.1,60.6,6.6,Average,Unknown,Unknown,Average,97.4,2.5,46.28,"{'Weak': 2.5, 'Average': 97.4, 'Strong': 0.1}","{'attendance_contribution': 8.84, 'test_score_contribution': 24.24, 'assignment_submitted_contribution': 13.2}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.', 'Moderate assignment submissions (6/10) — room to improve.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.', 'Submit all remaining assignments; aim for >=8/10.']",Average
58.2,78.0,2.2,Average,Unknown,Unknown,Average,98.8,0.4,58.88,"{'Weak': 0.4, 'Average': 98.8, 'Strong': 0.8}","{'attendance_contribution': 23.28, 'test_score_contribution': 31.2, 'assignment_submitted_contribution': 4.4}",['Above-average test performance (65-79).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Very few assignments submitted (2/10) — critical gap.']","['Attend every possible session immediately.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
56.3,33.2,7.2,Average,Unknown,Unknown,Average,99.0,0.9,50.2,"{'Weak': 0.9, 'Average': 99.0, 'Strong': 0.1}","{'attendance_contribution': 22.52, 'test_score_contribution': 13.28, 'assignment_submitted_contribution': 14.4}",['Good assignment submission rate (7/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Average
87.2,84.4,7.1,Average,Unknown,Unknown,Average,95.0,0.0,82.84,"{'Weak': 0.0, 'Average': 95.0, 'Strong': 5.0}","{'attendance_contribution': 34.88, 'test_score_contribution': 33.76, 'assignment_submitted_contribution': 14.2}","['Good attendance (75-89%) — keep it consistent.', 'Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (7/10).']",[],['Performing well across all areas — maintain consistency!'],Average
51.7,93.5,7.1,Average,Unknown,Unknown,Average,97.3,0.1,72.28,"{'Weak': 0.1, 'Average': 97.3, 'Strong': 2.6}","{'attendance_contribution': 20.68, 'test_score_contribution': 37.4, 'assignment_submitted_contribution': 14.2}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (7/10).']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Average
44.7,63.8,1.7,Average,Unknown,Unknown,Average,99.5,0.5,46.8,"{'Weak': 0.5, 'Average': 99.5, 'Strong': 0.0}","{'attendance_contribution': 17.88, 'test_score_contribution': 25.52, 'assignment_submitted_contribution': 3.4}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.', 'Very few assignments submitted (1/10) — critical gap.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
67.6,70.2,5.0,Average,Unknown,Unknown,Average,98.5,0.0,65.12,"{'Weak': 0.0, 'Average': 98.5, 'Strong': 1.5}","{'attendance_contribution': 27.04, 'test_score_contribution': 28.08, 'assignment_submitted_contribution': 10.0}",['Above-average test performance (65-79).'],"['Below-target attendance (60-74%).', 'Moderate assignment submissions (5/10) — room to improve.']","['Aim for >=75% attendance to stay on track.', 'Submit all remaining assignments; aim for >=8/10.']",Average
34.0,14.7,4.7,Average,Unknown,Unknown,Average,96.0,3.9,28.88,"{'Weak': 3.9, 'Average': 96.0, 'Strong': 0.0}","{'attendance_contribution': 13.6, 'test_score_contribution': 5.88, 'assignment_submitted_contribution': 9.4}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (4/10) — impacting overall score.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Average
22.6,95.1,1.8,Average,Unknown,Unknown,Average,99.8,0.1,50.68,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.1}","{'attendance_contribution': 9.04, 'test_score_contribution': 38.04, 'assignment_submitted_contribution': 3.6}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Very few assignments submitted (1/10) — critical gap.']","['Attend every possible session immediately.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
53.0,45.3,3.0,Weak,Unknown,Unknown,Weak,92.8,92.8,45.32,"{'Weak': 92.8, 'Average': 7.2, 'Strong': 0.0}","{'attendance_contribution': 21.2, 'test_score_contribution': 18.12, 'assignment_submitted_contribution': 6.0}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (3/10) — impacting overall score.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Weak
47.5,93.2,5.0,Average,Unknown,Unknown,Average,99.7,0.0,66.28,"{'Weak': 0.0, 'Average': 99.7, 'Strong': 0.2}","{'attendance_contribution': 19.0, 'test_score_contribution': 37.28, 'assignment_submitted_contribution': 10.0}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Submit all remaining assignments; aim for >=8/10.']",Average
30.9,62.1,7.7,Average,Unknown,Unknown,Average,99.7,0.2,52.6,"{'Weak': 0.2, 'Average': 99.7, 'Strong': 0.1}","{'attendance_contribution': 12.36, 'test_score_contribution': 24.84, 'assignment_submitted_contribution': 15.4}",['Good assignment submission rate (7/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.']",Average
43.1,10.4,3.1,Average,Unknown,Unknown,Average,97.7,2.3,27.6,"{'Weak': 2.3, 'Average': 97.7, 'Strong': 0.0}","{'attendance_contribution': 17.24, 'test_score_contribution': 4.16, 'assignment_submitted_contribution': 6.2}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (3/10) — impacting overall score.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Average
43.0,13.5,8.5,Weak,Unknown,Unknown,Weak,96.2,96.2,39.6,"{'Weak': 96.2, 'Average': 3.8, 'Strong': 0.0}","{'attendance_contribution': 17.2, 'test_score_contribution': 5.4, 'assignment_submitted_contribution': 17.0}",['Good assignment submission rate (8/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Weak
39.5,71.2,5.9,Average,Unknown,Unknown,Average,99.3,0.6,56.08,"{'Weak': 0.6, 'Average': 99.3, 'Strong': 0.2}","{'attendance_contribution': 15.8, 'test_score_contribution': 28.48, 'assignment_submitted_contribution': 11.8}",['Above-average test performance (65-79).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Submit all remaining assignments; aim for >=8/10.']",Average
44.2,60.6,7.8,Average,Unknown,Unknown,Average,99.9,0.1,57.52,"{'Weak': 0.1, 'Average': 99.9, 'Strong': 0.0}","{'attendance_contribution': 17.68, 'test_score_contribution': 24.24, 'assignment_submitted_contribution': 15.6}",['Good assignment submission rate (7/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.']",Average
71.7,12.4,5.2,Average,Unknown,Unknown,Average,99.1,0.9,44.04,"{'Weak': 0.9, 'Average': 99.1, 'Strong': 0.1}","{'attendance_contribution': 28.68, 'test_score_contribution': 4.96, 'assignment_submitted_contribution': 10.4}",[],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
36.7,76.9,5.5,Average,Unknown,Unknown,Average,99.7,0.1,56.44,"{'Weak': 0.1, 'Average': 99.7, 'Strong': 0.1}","{'attendance_contribution': 14.68, 'test_score_contribution': 30.76, 'assignment_submitted_contribution': 11.0}",['Above-average test performance (65-79).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Submit all remaining assignments; aim for >=8/10.']",Average
95.4,86.7,6.6,Average,Unknown,Unknown,Average,98.1,0.0,86.04,"{'Weak': 0.0, 'Average': 98.1, 'Strong': 1.9}","{'attendance_contribution': 38.16, 'test_score_contribution': 34.68, 'assignment_submitted_contribution': 13.2}","['Outstanding attendance (>=90%) — excellent commitment.', 'Excellent test scores (>=80) — strong conceptual grasp.']",['Moderate assignment submissions (6/10) — room to improve.'],['Submit all remaining assignments; aim for >=8/10.'],Average
92.5,54.7,9.4,Average,Unknown,Unknown,Average,97.8,0.0,77.68,"{'Weak': 0.0, 'Average': 97.8, 'Strong': 2.2}","{'attendance_contribution': 37.0, 'test_score_contribution': 21.88, 'assignment_submitted_contribution': 18.8}","['Outstanding attendance (>=90%) — excellent commitment.', 'Excellent assignment submission (9/10) — highly disciplined.']",['Average test score (50-64) — needs improvement.'],['Practice past papers and revise weak topics regularly.'],Average
